,Asset_000,Asset_001,Asset_002,Asset_003,Asset_004,Asset_005,Asset_006,Asset_007,Asset_008,Asset_009,Asset_010,Asset_011,Asset_012,Asset_013,Asset_014,Asset_015,Asset_016,Asset_017,Asset_018,Asset_019,Asset_020,Asset_021,Asset_022,Asset_023,Asset_024,Asset_025,Asset_026,Asset_027,Asset_028,Asset_029,Asset_030,Asset_031,Asset_032,Asset_033,Asset_034,Asset_035,Asset_036,Asset_037,Asset_038,Asset_039,Asset_040,Asset_041,Asset_042,Asset_043,Asset_044,Asset_045,Asset_046,Asset_047,Asset_048,Asset_049,Asset_050,Asset_051,Asset_052,Asset_053,Asset_054,Asset_055,Asset_056,Asset_057,Asset_058,Asset_059,Asset_060,Asset_061,Asset_062,Asset_063,Asset_064,Asset_065,Asset_066,Asset_067,Asset_068,Asset_069,Asset_070,Asset_071,Asset_072,Asset_073,Asset_074,Asset_075,Asset_076,Asset_077,Asset_078,Asset_079
2023-01-02,0.5888450298544621,-0.9323117460672575,0.46103574697451355,1.698226402288935,-1.507501845323789,-2.1212328677686743,1.232639109627896,-0.43182461264508676,-0.13089473974486326,-1.2895220201939799,-0.04107699984122634,1.2745639849033565,-0.3672002219254829,1.173095607269563,0.7098033947332919,-1.174560053799726,0.521361013924903,-1.7230892661696944,0.2548473940003073,0.08391086896474018,-0.7633255766313736,-1.6281374046313388,0.7080952087397101,-0.20036657735475155,-0.356498452781135,0.14269758108036582,1.219214285898614,0.8169463585900878,0.8431889159089434,0.4352946825523487,2.779901551067406,-0.18651976868572837,-0.22217623948328685,-0.8706023612487632,0.6822637210859782,1.1110110177179031,-1.1128093571678,-1.3020270832944285,-1.1358653548393558,0.8447525778741664,0.3958206591567699,0.28281271873522434,-0.29861173795642093,-0.19518962688060867,-0.41974874750583036,0.6680925458418168,0.9954727879469891,0.8485153552547505,0.9042528705074512,-0.029928197744725018,0.49121341375684235,0.5763470058516181,-1.7702267660273836,-0.28117074708469914,-1.1543318391171158,-1.545356413901276,-0.2560994473304528,1.8286385100849476,-1.1293573624976225,0.6669380738035713,-1.050701417752685,-0.33795567858678927,0.5181768916012262,1.0377636837280022,1.315355366388358,0.8553833705221955,-1.151882993264289,-1.377774855876694,0.6680938142037467,0.2958791832439652,-1.2222765635011803,-1.0058645948789495,-1.7229581582391467,1.0430871724355135,0.6774375494205809,0.6909512640590615,-0.17235240198021454,-0.0014756542862676665,1.0076774251011036,-0.7287983606911336
2023-01-03,0.6182737505602234,-0.3860772575335628,0.5896054338505545,0.2471333959607857,-1.3916669169037215,-1.8350879348984444,0.7235963788556508,-0.6117226295920648,-0.20151286221299994,-1.0764211731850735,-0.25456658497209894,-0.11769369156062977,-0.1730744193160051,0.4554838554314636,-0.4472361085250376,-1.2521046074991165,-0.051562541920438354,-1.0529052539597823,0.049697146217003996,-0.982387977936465,-0.8070006204759668,-2.319530222636803,1.0864704353488517,0.8383155669902307,0.5776596200533517,-0.2433723513187903,1.788881043599519,1.0657164429290436,-0.2975554033188815,-0.3438030399325708,1.927014066241494,-0.20410264635052017,-0.03288894335723528,-0.9031055225001954,0.5749375843439944,1.6005906302949258,-0.7435120130022633,-0.9932408145177785,-0.9719353883827615,0.6121234579670909,-0.6321823056811053,-0.28202648937320285,1.3648424061445226,-1.1128010223972746,0.1249279311788863,0.7166719649318031,1.4589859138518624,1.0051991633634105,1.5667262442685792,0.17779419037331123,0.9686739050279715,0.6320742114434518,-0.19553235849069114,-0.37205128189530423,-0.6388905667458817,-1.6107113643714646,-0.006654125385943852,1.6946122075983372,-2.4396252733203188,0.5471995208024885,-0.32667904440898243,-0.9986604779402225,-0.09778275703166427,1.5713405461177585,2.1138270130900687,0.430278825062916,-0.7020714874588699,-1.1912722305842407,0.9620954014411797,0.31503678823762993,-1.1223786580796329,0.39330061876959754,-1.5028681618200435,0.5698236367857765,0.423853873267593,1.4694570102899913,-0.9705287660847424,-0.5165183786233948,1.1080288449254352,0.043052649885432906
2023-01-04,0.639407777073649,-0.5955089898279625,0.7772905912164151,-0.4215210440206149,-1.2362753818191006,-0.7382992802159638,-0.09572881420605928,-0.9915658235389201,-0.5901062115609075,-1.3826866150238886,0.6154701632969295,-0.5847631966048072,-0.7364183827453633,0.3964457338608863,-0.6240936414461067,-0.6475232039554106,0.216713909809173,-0.886811761036335,-0.8539880499962254,-0.6085633176069004,-0.41548111037870333,-2.469602947556087,0.4632439783833014,0.6515596335135941,0.8674813439003533,-0.27086949380750674,1.1627724631566787,1.3705701282650231,0.8503835304602714,0.40877452053684443,1.7586474646640833,0.1655519929839891,0.18243453862547776,-1.4607424939717073,0.26780897571815865,1.8023690021137764,-0.8047793744510781,-1.0772801717212361,-1.0929813560555774,0.9257423317098517,-0.9668730977562163,-0.7569471257586817,1.7900632694545147,-1.5412265490508228,-0.3606251696370924,0.7154020347993872,1.1948827844547392,0.6995361311793012,1.5503369777886593,-0.8641071106164275,1.2730715329873403,0.4032005979089024,-0.1363038097695939,0.5368909167492795,-1.4918023936303166,-0.9689477707578461,0.3403901803822541,0.8880585544223023,-2.1888728051516226,-0.013405402165271432,-0.8560813752120616,-1.0596083698373762,0.5346678457875659,1.0634927719682434,2.0112994124842003,0.9472512462529187,-0.6299795271969071,-0.5023886948749745,0.8635023905620447,-0.8765990654221858,-0.7647963480640282,0.6205147599387217,-1.4797926471483784,1.1611971538508588,0.01277907493754301,1.3651631355295761,0.42432913271379485,-0.06704904700390653,1.6238700018114414,0.5684289853481262
2023-01-05,0.022950853650011645,-0.1583681946805263,0.10500063016128215,-0.5344942924788438,-0.894117941550456,0.3981305432183815,-0.16278492705558353,-1.832605433222554,-1.2235892811793223,-0.9654645842385904,-0.35777829163503133,-1.4863905069526224,-1.4720121554755456,0.6492040539106814,-0.06378753162357928,-0.6423486733553345,0.2996940925260018,-0.3450160314017961,-1.3097111548779066,-0.14469796123287126,-1.0260082519249587,-1.753767409012063,-0.3855485482033951,0.0391172157775308,0.6484211301916462,0.588218016096609,1.493461446350857,1.7722193814966647,1.2301250220996272,0.13356672839521908,1.2534919602197012,-0.21334993847113262,-0.9958162411926669,-0.6312091927617254,0.15463297218497304,0.8350182143472394,-0.039168833605537,-0.9418672312442982,-0.6237209172608196,0.6283956522939544,-1.4296179645853806,-0.19780448054654298,1.857353468153083,-1.4135364376717872,0.1642591058393485,1.2350429186689662,1.3557413509561382,0.3652964813380171,0.7627460397862906,-0.23349161961175036,0.0962202548732726,0.49721485817213545,0.01609546515516754,0.5387251305294474,-1.1493001204084599,-0.4927306123685423,-0.0024224390366387382,1.4233771150463979,-1.3761963798229904,0.20751090057849994,-0.8209923666602442,-1.3160994238981985,1.7207817746302447,0.9076872692814356,2.8238330818790245,-0.14322071415216034,-0.6957221765041482,-1.015230979125659,1.1887622381158234,-1.1219994414341212,-0.11175016868128407,0.6919778991808626,-1.3485938084653408,1.207131226171469,1.6030155447809997,0.6505837522775417,-0.03808609493153547,-0.4250573969248831,2.0458178877552475,-0.07534552662296488
2023-01-06,0.9447985105366157,0.1076574858246185,0.45366245899498897,-0.4746774532230913,-0.6173002986697096,0.1920595174680359,-0.050205848125807626,-1.2131793333748317,-1.4945618824721218,-1.3810960734182072,0.08910567688171096,-1.4081214322362297,-2.3708802766420094,0.43532194936577023,0.6379813556952817,-1.1405322727123735,0.4033866610178854,-0.8969423455219422,-1.8985455369689261,-0.9612283480130004,-0.6697063823500232,-1.6889042232153666,-0.4543470012596418,-0.3846951559317813,1.58802789059069,0.04306429887712397,0.9449162012294616,1.43221776536012,1.228536981678791,0.5245413558375958,1.6681064059741524,0.18804619134468636,0.8078772356553918,-1.403419088052037,0.09085637863681743,0.8179689238954293,0.7747350744078063,-0.570978250496786,-1.5697343272665252,0.5610052190006147,-1.1831135421144117,-0.3897021016414708,1.3365596876306585,-1.1933547502644066,0.1325422868186759,0.8919812286874664,1.3790872915914345,0.45680592362505545,1.5199450106020682,-0.0007468914637385558,0.22888660661780091,-0.6682055617950678,0.4381397863891449,-0.26275822970236035,-0.41530465256802435,-0.28308123426420995,0.3666586412059665,1.8811903987530982,-2.6660819002667884,-0.5883810235190294,-0.3740888045466081,-0.0045457577120982685,1.5773235232854892,-0.6876504718677131,2.4145625279770813,0.08445878356096118,-0.03076623697694855,-1.1698303476620842,0.7246591284148709,-0.09381681578690848,0.680780697357867,0.044752864922449204,-0.5003281887545723,0.7028574623321278,0.9896337243611667,0.23478391976833776,-0.10077705521214285,0.10846420921333028,0.6374776555203611,0.4961641991599941
2023-01-09,0.892989243707071,-0.2584774494889017,0.3323835852410938,-0.8889322030289221,-1.4184042621646191,-0.19520398190927743,-0.8276364620736046,-1.9094675341801566,-2.170734664185648,-0.7006407548663409,-0.9182088353851818,-1.0559138405917112,-1.4686143754083583,0.7471284798164791,0.2580425178310672,-0.9899348956963736,0.12390430435700273,0.46028218144427635,-1.204711718527886,-0.5972365206241799,0.9030569912183988,-1.3906033729022607,0.21306169494588215,-0.29910416178291166,1.5139520850524872,-0.24976987019194163,0.16032422655115805,0.4894160957599206,1.0700467664617126,0.9119769022772267,2.200517981553964,0.12488962080970753,0.9819436495325156,-0.9553920076091057,0.1002166488418687,0.1634176604743516,-0.19996526275578141,-0.7032480134356334,-1.4645910392550388,1.4397085123299356,-0.32919611855863806,-0.089095760236693,2.315202330914514,-0.8382961498852547,0.6495685618797772,0.4891969748251998,0.5395146943610736,0.13625484914345976,1.795428557164109,-0.40714860047743445,0.12726250835730632,-0.17576531330042577,0.36579112088526683,0.5965748312222392,0.40628406306941456,-0.4513750209221889,0.4194989021349892,2.0655816294180025,-2.402792183205496,-0.7403256792064663,-0.6074287440786285,0.5749898731135563,1.378146989820699,-1.9023826354733677,2.004109241255523,-0.46773439216105345,0.0003220541773113429,-1.221873562704527,-0.06267596939968187,-0.09024386663194234,0.5583871426953829,0.6129513827617099,-0.273678885635464,1.087612432062559,1.4214892168925708,-0.6609642024063408,0.43479516434995014,-0.2828939026398946,-0.2269520186511146,0.03139256292771198
2023-01-10,1.2673878214059595,0.6733360058217335,-0.36074921322624826,-0.09168303235287195,-0.426627815578984,0.6332248097633152,-2.7832532611358216,-0.26898589693513486,-1.4194448422541242,-1.8670485508142367,-1.3834568258875204,-0.25644770194494887,-0.9975999353331049,0.4810086135146614,0.3899521900142036,-0.8384447023886392,-0.2686610511712586,0.006301206689231413,-0.7499390433978632,-0.8571088268442538,0.08202812027287647,-1.5789713108528096,-0.571651436276605,-0.3742579761241251,0.16959990476442172,-0.1415802331073928,0.6103064722746849,0.308161195813488,0.6744696178731099,0.6661277957072925,1.2597847106451696,0.6568701173311344,0.3592451947117003,-1.2612715433138284,-0.04539383131698263,0.7052096678953477,-0.2947288658902166,0.4412835529893161,-1.313696895100519,2.0574697992954984,-0.7388224817702569,-0.9285876329656821,1.9590169363894825,-1.2528594538639635,-0.7891696248460313,0.8210172621150947,0.8806729710718729,-0.5893393754049056,1.838730912380919,0.08802912891491449,0.7134320515436703,0.2231985530777917,0.3515025445054221,0.652120712366105,0.4175135356336452,-0.5705254809565582,1.0213877340680246,1.0092799195263176,-2.7041306404571515,-1.1320257314957882,-0.6398351437531755,0.7377942229349602,0.6204176228420671,-1.4690006440270362,1.5676925833258302,0.40955269028380625,0.7786042466783556,-1.0609829619198927,0.612618351147671,-1.2554837375528627,1.8668322889815097,0.34330390559524715,0.21929488083830817,1.0875489483769352,1.4615856408230987,-0.07938776013672269,0.7602648226483425,-0.4665837523943589,-0.2947282581332981,0.2392862080726341
2023-01-11,0.9545993574916928,0.8930619767898088,-0.08870974018314995,0.25684707814312396,-0.2306934018006223,0.014734936903002087,-2.2143855262860894,-1.4637356180752055,-1.447381646723416,-1.398503296235489,-0.757554276344432,-0.02613856600735912,-1.1843716142139573,0.44438112342142544,0.5158935740563229,-0.6267015520294156,-0.747563927831452,0.38237014474980735,0.699462281952324,-1.0621095650141577,-0.4614120168157223,-1.940695932907474,0.828887636491934,-0.8275582700121709,0.3297579868889343,-0.2535958025702867,-0.03911027562515222,-0.6635023443575713,0.7844087170357481,0.9570684446950254,0.9049922149708477,1.3942049938406453,-0.8356602376887177,-2.1059282608939807,-0.8685473963675882,0.7687675925770867,-0.6240831667264753,0.06650001594667156,-1.1367337618588629,2.3135543077423892,-0.1381528084075921,-0.6462380959537122,1.8412286180910156,-0.47006434211061504,0.4578645864388277,1.4386413818429706,0.3306653044495836,-0.3593414289092179,1.9455388736852515,-0.558021978021575,1.1192718064909264,-0.09539089569951742,0.6119741602802844,0.17300682121830063,-0.754911210507482,-1.0664711310659658,1.167326476202172,0.09827626659291185,-2.8107363059382164,-0.596947007728047,-0.03135647431108954,0.9539506168547988,-0.029935403978774183,-0.3935477045142624,1.1185154506340644,0.3006845163644142,0.6393886238997619,-0.9896823470358973,1.25067675033521,-0.39591818739785184,1.9601193118129578,0.025569807393956284,0.4305781052609404,1.0617597761906732,1.398852955966667,-0.42840712029279276,0.527669061485961,-0.34392496093875286,-0.46181354974768773,0.21448549393935973
2023-01-12,2.0639831820710666,1.1869905118814188,-0.08808806131431962,0.05040872325819115,0.3541320996336978,0.9606486969795123,-1.3174171991774652,-1.8446435035162896,-1.241617060638033,-0.42335905536796187,0.4446163086064721,-0.5863501840432955,-0.9179864325144412,0.5042516193773953,0.14721184152628325,-1.2349888126259934,-0.5224446598923592,-0.783770052963714,-0.4806502546394397,-0.745278556180364,0.1716979710512986,-0.9092218611118577,1.0496616237995076,-1.05709852946761,0.861679594698328,-0.6276076383749318,-0.3966623204301614,-0.3549811163510207,0.6535661586983816,0.5036435552293498,-0.43594650692666914,0.8962961467857806,-1.2276186464431187,-1.4254867952764545,-0.924957825627211,0.7370756543597891,-1.6498838565004745,0.20653872890548694,0.3757102600345072,1.6000781327586588,-0.15133246543798395,-1.2244317287167577,1.1562721945280376,-1.2725191140941141,1.402309392136163,0.957222691881327,0.0883426841515602,-0.2751216675199433,1.6969911906388708,-1.5191417259070894,1.447388536534653,-0.6227006131611014,0.9276052024774459,0.14361876714511068,-0.351830436618225,-0.3984513912801625,0.9573502505819341,0.37346777025445094,-2.3301805998020497,0.5787417268632015,0.08504041746256141,0.6244026566928503,-0.5300058191510584,-0.4252394963628899,0.9424507528036804,0.09695845108767272,1.5915858713053386,-1.5932228675220437,1.3867887342978653,-1.045703544667034,2.6251982412144144,-0.5105977742000208,1.3376628107727675,0.8278290092731236,-0.0564085638878731,0.5778837370064597,-0.04360025738977196,-1.0347201317193389,-0.017043728949737984,0.0050089570057689535
2023-01-13,1.901931824919327,1.9129964752549176,0.03835505500818607,0.45673153327585636,-0.1859374124859368,1.2698460076333653,-1.157751906784026,-2.306679325730677,-0.9443878162844468,-0.5278960253641534,0.654326827689753,-0.8893587053469838,-0.3045373668434865,0.21214180613316075,-1.4880502441613128,-1.68783812771434,-0.17214199552001697,-0.3285189900339021,-0.5016957013359037,-1.3051813694987948,-0.23387733464743554,-1.3845047621644675,0.5562406676108019,-0.8275056013399034,1.0778736767729677,-1.3121377644070609,-0.28786981348005597,0.4968320740976007,0.9946692274832092,0.24781778138689067,-0.57711655502673,1.4449526945295,0.09883285365822811,-1.6823852259559435,-1.53651666602821,0.9825255069334324,-0.7628216983048235,0.5073332417704601,1.4127566242129428,1.031672175823047,-0.0705705548565959,-0.3918075783628843,1.4311943887678495,-1.3658453020467023,0.7387006057061616,0.6271443706232528,0.6584536087612872,-0.64487722539743,1.307937353988567,-1.1118656619289127,0.9306722011007208,-0.4236754523214574,-0.41129631943458267,0.03764626221569848,-0.5055681275160031,-0.21910243176587718,0.3627411441751406,0.571218424373244,-2.088920959718696,1.054525747910636,0.3062175200301328,-0.5494146454311813,-0.9147611248026595,-0.6256836186426608,0.9122397428851761,-0.10715183141298028,1.1436001367323676,0.5585785708180696,0.6197977809116028,-0.18359781532020264,2.1778107248877796,-1.807500248530323,1.0035991215600724,1.5847231461382512,0.22582011890194625,0.6103654431510268,0.21857188922859772,-0.939896373700778,0.3942061939077832,-0.00735487132047113
